#,,,
# The Tor Project,,,
#,,,
# URL: https://metrics.torproject.org/userstats-bridge-country.csv?start=2017-01-01&end=2019-12-31&country=jo,,,
#,,,
date,country,users,frac
7/11/19,jo,91,69
7/12/19,jo,62,68
7/13/19,jo,68,68
7/14/19,jo,69,68
7/15/19,jo,72,69
7/16/19,jo,62,69
7/17/19,jo,61,70
7/18/19,jo,61,67
7/19/19,jo,63,68
7/20/19,jo,58,69
7/21/19,jo,63,71
7/22/19,jo,65,70
7/23/19,jo,61,62
7/24/19,jo,55,75
7/25/19,jo,45,76
7/26/19,jo,45,71
7/27/19,jo,45,62
7/28/19,jo,45,75
7/29/19,jo,50,76
7/30/19,jo,43,73
7/31/19,jo,50,74
8/1/19,jo,50,74
8/2/19,jo,48,75
8/3/19,jo,40,78
8/4/19,jo,49,79
8/5/19,jo,48,77
8/6/19,jo,47,79
8/7/19,jo,49,78
8/8/19,jo,44,79
8/9/19,jo,31,79
8/10/19,jo,34,77
8/11/19,jo,44,78
8/12/19,jo,45,79
8/13/19,jo,40,79
8/14/19,jo,43,78
8/15/19,jo,42,77
8/16/19,jo,39,78
8/17/19,jo,40,78
8/18/19,jo,41,78
8/19/19,jo,46,77
8/20/19,jo,52,77
8/21/19,jo,47,78
8/22/19,jo,41,77
8/23/19,jo,34,78
8/24/19,jo,41,79
8/25/19,jo,49,73
8/26/19,jo,48,64
8/27/19,jo,44,74
8/28/19,jo,39,70
8/29/19,jo,36,78
8/30/19,jo,34,73
8/31/19,jo,40,70
9/1/19,jo,46,66
9/2/19,jo,49,65
9/3/19,jo,45,66
9/4/19,jo,42,68
9/5/19,jo,38,67
9/6/19,jo,33,67
9/7/19,jo,30,71
9/8/19,jo,32,73
9/9/19,jo,35,76
9/10/19,jo,44,71
9/11/19,jo,41,71
9/12/19,jo,45,70
9/13/19,jo,42,70
9/14/19,jo,42,65
9/15/19,jo,47,66
9/16/19,jo,47,70
9/17/19,jo,53,65
9/18/19,jo,53,61
9/19/19,jo,50,56
9/20/19,jo,51,60
9/21/19,jo,59,57
9/22/19,jo,49,64
9/23/19,jo,58,67
9/24/19,jo,54,62
